Name,Age,Height,Market Value,img_url,Position,Team,Total played,Started,Minutes per game,Goals conceded per game,Saves per game,Goals,Scoring frequency,Goals per game,Shots per game,Shots on target per game,Assists,Key passes per game,Accurate per game,Acc. long balls,Acc. crosses,Clean sheets,Interceptions per game,Balls recovered per game,Dribbled past per game,Clearances per game,Errors leading to shot,Succ. dribbles,Total duels won,Aerial duels won,Fouls,Was fouled,Offsides,Goal kicks per game,Yellow,Yellow-red,Red
Roni Sugeng,26,"1,70 m","Rp2,61B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1816101074_original_24686.png?1691057601,AMF,Persikabo 1973,32,16,57,,,4,452 min,0.1,1,0.3,1,0.6,19.1 (84%),0.7 (50%),0.1 (25%),,1.2,3,1.1,0.2,6,0.6 (69%),2.9 (40%),0.2 (38%),0.5,1.2,0.03,,1,0,0
Guntur Triaji,31,"1,68 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1615252075_original_24662.png?1710997019,CMF,Persikabo 1973,4,1,36,,,0,0 min,0,1,0.5,0,0.5,8.3 (72%),0.0 (0%),0.3 (100%),,0.5,2.5,1.3,1,2,0.0 (0%),2.3 (53%),0.5 (100%),0.5,1,0,,0,0,0
Rizki Hidayat,27,"1,74 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1614518433_original_25606.png?1710994548,RW,Persikabo 1973,12,2,32,,,1,379 min,0.08,0.3,0.08,1,0.3,8.0 (81%),0.3 (50%),0.2 (14%),,0.4,1.8,0.8,0.08,0,0.4 (63%),1.4 (29%),0.4 (38%),0.6,0.3,0.2,,0,0,0
Reza Irfana,25,"1,76 m","Rp1,30B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1717052002_original_24842.png?1690865728,CMF,Persikabo 1973,12,4,34,,,0,0 min,0,0.2,0,0,0.08,16.3 (89%),0.9 (92%),0.0 (0%),,0.9,2.7,0.6,0.4,4,0.4 (83%),2.4 (41%),0.2 (33%),1,0.6,0,,3,0,0
Munadi,35,"1,69 m","Rp173,82M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE2679_original_24673.png?1710997172,CMF,Persikabo 1973,4,0,20,,,0,0 min,0,0,0,0,0.3,6.5 (74%),1.3 (71%),0.5 (50%),,0,1.5,0.8,0,0,0.0 (0%),1.5 (38%),0.0 (0%),0.5,0.8,0,,1,0,0
Caique Basilio,25,"1,79 m","Rp1,30B",https://img.a.transfermarkt.technology/portrait/big/836902-1684471256.jpeg?lm=1,CMF,Persikabo 1973,16,11,70,,,0,0 min,0,0.2,0,0,0.2,23.8 (88%),1.3 (63%),0.0 (0%),,2.6,4.4,1.8,0.6,8,0.9 (65%),3.4 (29%),0.3 (44%),1.7,0.5,0.06,,2,0,0
Eduardo Kau,25,"1,90 m","Rp2,17B",https://www.footballdatabase.eu/images/photos/players/a_390/390073.jpg,CB,Persikabo 1973,12,10,75,,,0,0 min,0,0.4,0.2,0,0,31.8 (89%),1.8 (51%),0.0 (0%),,4.6,7.8,1.7,1.6,12,0.7 (100%),4.1 (39%),0.6 (41%),1,0.5,0,,0,0,0
Alfin Tuasalamony,31,"1,79 m","Rp1,74B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE6407_original_22978.png?1711184044,RB,Persikabo 1973,3,0,28,,,0,0 min,0,0.3,0,1,0.3,4.7 (88%),0.7 (100%),0.3 (100%),,1.3,3,1,0,0,0.0 (0%),1.7 (38%),0.0 (0%),0.3,0.7,0,,0,0,0
Imam Arief Fadillah,34,"1,80 m","Rp173,82M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-imam-arief-fadillah-230819-1692402745_original_22323.jpg?1698564424,GK,Persikabo 1973,2,2,86,3,4.0 (57%),0,0 min,0,0,0,0,0,8.0 (67%),0.0 (0%),0.0 (0%),0,1.5,5,0,0,1,0.0 (0%),0.5 (100%),0.5 (100%),0,0,0,7.5,0,0,0
Syamsul Rifai,17,"1,65 m","Rp434,54M",https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,DMF,Persikabo 1973,4,2,32,,,0,0 min,0,0,0,0,0,14.8 (92%),1.0 (80%),0.5 (100%),,0.8,3,1,0.3,1,0.8 (75%),2.0 (28%),0.0 (0%),1,0.5,0,,1,0,0
Manahati Lestusen,30,"1,69 m","Rp3,04B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE21315346_original_24665.png?1691057696,DMF,Persikabo 1973,20,19,87,,,2,872 min,0.1,0.3,0.1,0,0.3,38.5 (86%),5.3 (62%),0.0 (0%),,3.4,7,2.2,1.2,8,0.4 (89%),4.5 (41%),0.6 (41%),1.2,1.6,0,,7,1,1
Keven Aleman,30,"1,70 m","Rp3,04B",https://www.footballdatabase.eu/images/photos/players/a_194/194009.jpg,RW,Persikabo 1973,13,11,84,,,2,548 min,0.2,2.8,0.8,1,1.8,30.5 (84%),1.1 (48%),0.2 (15%),,1.5,4,1,0.3,3,6.5 (78%),10.8 (47%),0.1 (11%),0.9,2.2,0.2,,2,0,0
Pedro,25,"1,85 m","Rp2,61B",https://img.okezone.com/content/2023/01/12/49/2745041/gabung-persikabo-1973-pedro-henrique-janji-bakal-bahagiakan-fans-laskar-padjajaran-jNZNzljJlt.jpg,CF,Persikabo 1973,12,7,52,,,3,208 min,0.3,2.9,1.3,0,0.3,8.0 (84%),0.1 (50%),0.0 (0%),,0.8,0.8,0.3,0.3,1,2.2 (68%),4.9 (38%),0.7 (36%),0.7,0.8,0.3,,2,0,0
Syahrul Lasinari,24,"1,78 m","Rp2,61B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE21243628_original_25491.png?1690871200,RB,Persikabo 1973,31,30,90,,,0,0 min,0,0.3,0.1,1,0.5,27.7 (80%),1.3 (51%),0.5 (26%),,4.7,8.2,4,1.6,21,0.7 (66%),4.8 (32%),0.9 (47%),0.8,0.5,0.2,,7,0,0
Didik Wahyu,30,"1,73 m","Rp2,61B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1811782227_original_24688.png?1690865600,CB,Persikabo 1973,29,24,82,,,2,1196 min,0.07,0.4,0.1,0,0.07,26.8 (84%),2.2 (44%),0.0 (0%),,5.1,8.5,2.1,3.7,20,0.1 (80%),4.0 (37%),1.8 (51%),0.6,0.5,0.03,0.03,3,0,0
Andy Setyo Nugroho,26,"1,80 m","Rp2,17B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1818984375_original_24652.png?1691057543,CB,Persikabo 1973,22,19,86,,,1,1891 min,0.05,0.4,0.09,0,0.05,30.1 (88%),1.0 (40%),0.0 (0%),,5.2,9,3.2,2.9,15,0.1 (100%),3.6 (35%),1.5 (54%),0.7,0.4,0,,4,1,1
Lucky Oktavianto,30,"1,65 m","Rp1,74B",https://www.footballdatabase.eu/images/photos/players/a_225/225636.jpg,RB,Persikabo 1973,26,17,62,,,1,1602 min,0.04,0.5,0.2,2,0.2,14.6 (74%),0.9 (35%),0.5 (31%),,3.6,5.5,1.9,2,8,1.2 (62%),4.2 (34%),0.8 (38%),1.2,1,0.08,,10,0,0
Mochammad Diky,27,"1,85 m","Rp1,74B",https://www.footballdatabase.eu/images/photos/players/a_228/228601.jpg,GK,Persikabo 1973,5,4,88,1.6,2.8 (64%),0,0 min,0,0,0,0,0,10.0 (83%),1.2 (40%),0.0 (0%),,1.2,3.2,0,0.2,1,0.0 (0%),0.2 (50%),0.2 (100%),0,0,0,9.4,0,0,0
Muhammad Kemaluddin,25,"1,67 m","Rp1,30B",https://www.footballdatabase.eu/images/photos/players/a_397/397799.jpg,RB,Persikabo 1973,8,2,37,,,0,0 min,0,0,0,0,0,13.4 (88%),1.0 (62%),0.1 (50%),,1,5.1,2.1,0.5,0,1.1 (75%),4.4 (49%),0.6 (83%),0.9,1.6,0,,2,0,0
Dimas Drajad,27,"1,78 m","Rp3,91B",https://www.footballdatabase.eu/images/photos/players/a_241/241002.jpg,CF,Persikabo 1973,25,21,83,,,6,348 min,0.2,1.2,0.6,4,0.9,21.8 (82%),0.7 (65%),0.1 (43%),,1.3,2.4,0.6,0.4,5,1.2 (56%),4.3 (30%),0.6 (26%),1.2,0.8,0.6,,1,0,0
Husna Al Malik,21,"1,78 m","Rp2,17B",https://img.a.transfermarkt.technology/portrait/big/904279-1713715576.jpeg?lm=1,GK,Persikabo 1973,16,16,90,2,4.0 (67%),0,0 min,0,0,0,0,0,10.8 (81%),1.4 (44%),0.0 (0%),,2.1,5.2,0.1,0.4,3,0.0 (0%),0.8 (72%),0.5 (80%),0,0.4,0,8.7,0,0,0
Jelle Goselink,23,"1,89 m","Rp2,17B",https://img.a.transfermarkt.technology/portrait/big/458409-1688190483.jpg?lm=1,CF,Borneo FC Samarinda,9,2,33,,,0,0 min,0,0.9,0,0,0,5.2 (73%),0.6 (63%),0.1 (50%),,1.1,1.9,0.3,0.7,0,0.0 (0%),2.9 (33%),0.8 (41%),1.1,1.2,0.1,,2,0,0
Muhammad Andy Harjito,22,"1,80 m","Rp1,30B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-muhammad-andy-harjito-230701-1688197888_original_37761.jpeg?1698317506,AMF,Borneo FC Samarinda,12,0,16,,,1,192 min,0.08,0.3,0.3,0,0.3,1.9 (72%),0.1 (50%),0.1 (13%),,0.4,0.6,0.3,0.2,1,0.4 (63%),1.7 (36%),0.3 (50%),0.5,0.3,0,,0,0,0
Stefano Lilipaly,34,"1,76 m","Rp4,78B",https://img.a.transfermarkt.technology/portrait/big/195271-1688190074.jpg?lm=1,LW,Borneo FC Samarinda,35,35,90,,,11,286 min,0.3,2.3,0.9,15,2.3,18.4 (73%),0.9 (47%),1.3 (37%),,1.1,2.9,1.1,0.1,8,2.0 (69%),4.2 (37%),0.3 (33%),0.5,0.9,0.8,,3,0,0
Terens Puhiri,27,"1,67 m","Rp3,48B",https://img.a.transfermarkt.technology/portrait/big/506154-1688190120.jpg?lm=1,RW,Borneo FC Samarinda,37,30,70,,,3,864 min,0.08,0.9,0.3,3,0.6,17.1 (79%),0.9 (59%),0.8 (33%),,1.1,3.1,0.9,0.1,7,1.6 (65%),4.1 (32%),0.4 (29%),0.9,0.5,0.5,,2,0,0
Ikhsan Nul Zikrak,21,"1,76 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE21037363_original_28597.png?1690873285,AMF,Borneo FC Samarinda,8,0,19,,,2,76 min,0.3,0.8,0.3,0,0,4.4 (73%),0.8 (50%),0.3 (100%),,0.6,1.5,0.8,0.1,1,0.4 (75%),1.9 (41%),0.5 (67%),0.4,0.8,0,,0,0,0
Kei Hirose,28,"1,72 m","Rp5,65B",https://www.footballdatabase.eu/images/photos/players/a_347/347296.jpg,CMF,Borneo FC Samarinda,35,31,86,,,0,0 min,0,0.1,0.06,1,0.5,26.7 (89%),1.0 (50%),0.3 (42%),,2.2,7.2,2.5,0.2,12,0.5 (76%),5.3 (35%),0.2 (35%),1.8,1.3,0,,8,0,0
Berguinho,27,"1,84 m","Rp1,30B",https://img.a.transfermarkt.technology/portrait/big/525617-1683397378.jpg?lm=1,RW,Borneo FC Samarinda,2,2,63,,,0,0 min,0,1.5,0,1,0.5,10.5 (70%),0.0 (0%),0.0 (0%),,1.5,4.5,1.5,0.5,2,0.0 (0%),4.5 (33%),1.0 (29%),1,2,0,,0,0,0
Hendro Siswanto,34,"1,72 m","Rp2,61B",https://img.a.transfermarkt.technology/portrait/big/505888-1688189639.jpg?lm=1,CMF,Borneo FC Samarinda,30,16,60,,,0,0 min,0,0.6,0.2,0,0.1,21.2 (87%),2.0 (64%),0.1 (20%),,3,7,1.8,0.7,4,0.5 (70%),3.9 (35%),0.7 (49%),1.1,0.7,0,,2,0,0
Muhammad Sihran,25,"1,58 m","Rp3,91B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1811428528_original_17923.png?1690874334,RW,Borneo FC Samarinda,32,18,57,,,1,1819 min,0.03,1.2,0.3,3,0.8,13.9 (76%),0.4 (40%),0.9 (41%),,1.3,2.8,1.2,0.3,6,3.6 (70%),6.2 (44%),0.1 (14%),0.3,1.6,0.2,,1,0,0
Komang Teguh,22,"1,76 m","Rp2,17B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE2114506226_original_27896.png?1690873972,CB,Borneo FC Samarinda,11,2,29,,,1,323 min,0.09,0.09,0.09,0,0.9,8.0 (78%),0.4 (29%),0.0 (0%),,1.5,3.1,0.7,0.5,2,0.2 (67%),1.4 (28%),0.5 (36%),0.5,0.2,0,,3,0,0
Fajar Fathur Rahman,22,"1,70 m","Rp4,78B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1819366455_original_27807.png?1690874244,RB,Borneo FC Samarinda,33,33,93,,,0,0 min,0,0.7,0.2,5,1,30.1 (77%),3.1 (51%),1.8 (42%),,4,9.1,5.2,2.3,15,2.5 (80%),7.5 (40%),0.7 (44%),0.8,0.5,0,,1,0,0
Diego Michiels,33,"1,80 m","Rp2,17B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE4839_original_17913.png?1690872260,CB,Borneo FC Samarinda,29,20,64,,,1,1855 min,0.03,0.1,0.07,0,0.2,22.4 (86%),1.3 (43%),0.1 (33%),,3,6,1.8,1.6,12,0.0 (50%),2.9 (32%),1.2 (52%),0.9,0.6,0,,4,0,0
Muhammad Alfharezzi Buffon,18,"1,72 m","Rp434,54M",https://pbs.twimg.com/media/Ff_gsmcakAAlGZm?format=jpg&name=large,CB,Borneo FC Samarinda,8,6,85,,,1,677 min,0.1,0.4,0.3,0,0.3,31.1 (83%),1.6 (35%),0.0 (0%),,4.6,10,3.8,2.4,4,0.6 (71%),6.1 (41%),0.9 (54%),0.4,1.3,0,,0,0,0
Leo Guntara,29,"1,71 m","Rp3,48B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE6146_original_24831.png?1690874035,LB,Borneo FC Samarinda,32,26,73,,,2,1167 min,0.06,0.3,0.1,4,0.6,24.4 (83%),1.9 (55%),1.0 (39%),,2.9,4.4,1.9,1.5,8,1.0 (66%),3.1 (30%),0.5 (47%),1.3,0.4,0.03,,8,0,0
Nadeo Argawinata,27,"1,87 m","Rp5,21B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1814747314_original_17906.png?1690874966,GK,Borneo FC Samarinda,34,34,94,0.9,3.2 (77%),0,0 min,0,0,0,0,0,13.0 (87%),2.6 (62%),0.0 (0%),13,1.9,5,0.1,0.6,6,0.1 (100%),0.7 (69%),0.5 (85%),0.06,0.2,0,7.4,1,1,1
Angga Saputra,30,"1,80 m","Rp2,61B",https://upload.wikimedia.org/wikipedia/commons/e/e9/Angga_Saputra.jpg,GK,Borneo FC Samarinda,4,3,87,1,2.5 (71%),0,0 min,0,0,0,0,0,11.0 (85%),1.3 (45%),0.0 (0%),1,0.5,4.3,0,0.3,0,0.0 (0%),0.8 (50%),0.8 (100%),0,0.3,0,5,0,0,0
Silverio,28,"1,86 m","Rp4,78B",https://img.a.transfermarkt.technology/portrait/big/321934-1688190539.jpg?lm=1,CB,Borneo FC Samarinda,33,33,94,,,2,1593 min,0.06,0.4,0.2,1,0.09,40.0 (86%),5.8 (62%),0.0 (0%),,4.5,10,2.2,2.2,14,0.2 (71%),4.5 (40%),1.6 (47%),1,0.7,0,0.06,5,1,1
Adam Alis Setyano,30,"1,72 m","Rp4,35B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE6693_original_23582.png?1690871178,CMF,Borneo FC Samarinda,36,35,87,,,3, 1046 min,0.08,1.5,0.7,4,0.8,32.9 (81%),5.2 (59%),0.6 (42%),,3.6,6.5,2.3,0.6,16,1.4 (73%),5.9 (37%),0.6 (44%),1.4,1,0.08,,7,0,0
Wiljan Pluim,35,"1,94 m","Rp3,91B",https://img.a.transfermarkt.technology/portrait/big/81497-1662955754.jpg?lm=1,AMF,Borneo FC Samarinda,23,20,79,,,6,304 min,0.3,1.7,0.6,3,0.9,18.8 (75%),1.7 (47%),0.4 (30%),,1.4,2.4,0.3,0.4,5,2.3 (78%),9.7 (50%),2.9 (57%),0.5,2.4,0.09,,2,0,0
Ahmad Nur Hardianto,29,"1,78 m","Rp3,04B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1612549439_original_22997.png?1690871582,CF,Borneo FC Samarinda,14,4,33,,,1,404 min,0.07,0.9,0.2,0,0.1,4.1 (83%),0.1 (100%),0.0 (0%),,0.5,0.6,0.07,0.3,3,0.5 (78%),1.9 (28%),0.9 (36%),1.1,0.6,0.4,,1,0,0
Yuda Editya Pratama,20,"1,81 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-yuda-editya-pratama-230627-1687810539_original_34638.JPG?1698311446,RW,Madura United FC,17,9,32,,,1,547 min,0.06,0.6,0.2,0,0.06,3.9 (67%),0.2 (57%),0.2 (31%),,0.8,1.1,0.9,0.2,2,1.1 (78%),2.4 (38%),0.1 (10%),0.4,0.7,0,,0,0,0
Leo Lelis,30,"1,89 m","Rp4,78B",https://img.a.transfermarkt.technology/portrait/big/487347-1688187161.jpg?lm=1,CB,Borneo FC Samarinda,20,19,94,,,3,624 min,0.2,1.2,0.5,0,0.05,33.4 (87%),3.9 (59%),0.1 (50%),,4.8,8.6,1.2,3.3,12,0.3 (83%),4.1 (47%),1.5 (49%),1.2,0.9,0.05,0.1,8,0,0
Felipe Cadenazzi,32,"1,91 m","Rp3,48B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE23208986_original_38735.png?1690872338,CF,Borneo FC Samarinda,28,25,81,,,15,150 min,0.5,2.7,1.2,0,0.4,6.9 (72%),0.2 (38%),0.0 (0%),,1.7,1.5,0.5,0.6,11,0.4 (55%),7.5 (43%),4.0 (53%),2.1,2,0.3,,6,0,0
Agung Prasetyo,31,"1,86 m","Rp3,04B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE6444_original_25361.png?1690871497,CB,Borneo FC Samarinda,7,3,56,,,0,0 min,0,0.6,0,0,0,12.0 (77%),1.0 (35%),0.0 (0%),,5.6,5.7,0.6,3.4,2,0.1 (100%),2.0 (36%),0.9 (50%),1,0,0,,1,0,0
Win Naing Tun,24,"1,82 m","Rp2,61B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE23271993_original_33154.png?1690876170,LW,Borneo FC Samarinda,25,6,31,,,0,0 min,0,0.6,0.1,0,0.2,4.8 (73%),0.0 (14%),0.4 (42%),,0.6,0.9,0.7,0.2,1,1.6 (69%),3.2 (36%),0.2 (23%),0.6,0.4,0.4,,1,0,0
Taufany Muslihuddin,22,"1,70 m","Rp1,30B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE21294683_original_29440.png?1690874837,AMF,Borneo FC Samarinda,10,2,31,,,0,0 min,0,0.2,0,0,0.2,11.2 (81%),0.4 (80%),0.4 (57%),,1.9,3.1,0.8,0.2,3,0.7 (88%),2.4 (39%),0.2 (25%),0.6,0.4,0,,0,0,0
David Da Silva,34,"1,85 m","Rp3,48B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1812811890_original_22345.png?1690858097,CF,Persib Bandung,34,33,94,,,30,108 min,0.9,3,1.6,8,0.8,9.2 (70%),0.2 (50%),0.1 (24%),,1.6,2.3,0.3,0.5,5,2.6 (65%),8.4 (36%),2.0 (34%),1.5,1.5,0.6,,3,0,0
Marc Klok,31,"1,77 m","Rp7,82B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-marc-anthony-klok-230628-1687919190_original_22409.jpg?1698312800,DMF,Persib Bandung,34,30,90,,,5,614 min,0.1,1.7,0.6,5,0.9,24.0 (81%),0.9 (43%),0.4 (55%),,2.4,4.7,0.9,1.1,13,0.9 (64%),5.0 (43%),0.8 (43%),0.9,1.2,0.2,,7,0,0
Ciro Alves,35,"1,75 m","Rp4,78B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1918459167_original_24690.png?1690857721,LW,Persib Bandung,35,32,87,,,16,189 min,0.5,2.6,1.2,9,1.2,9.8 (61%),0.4 (32%),1.0 (30%),,1.6,3.1,0.9,0.09,3,4.4 (66%),8.1 (46%),0.6 (44%),0.4,1.7,0.3,,2,0,0
Febri Hariyadi,28,"1,67 m","Rp3,04B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE6054_original_17857.png?1691063599,RW,Persib Bandung,14,11,55,,,2,382 min,0.1,0.8,0.2,0,0.6,8.8 (71%),0.4 (33%),0.4 (24%),,2.1,2.9,1.3,0.6,0,1.7 (77%),3.4 (34%),0.3 (27%),1.2,1.1,0.2,,2,1,1
Rachmat Irianto,24,"1,75 m","Rp5,65B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE171298462_original_22327.png?1690861234,CMF,Persib Bandung,29,19,69,,,1,2005 min,0.03,0.2,0.03,1,0.1,19.1 (86%),1.0 (48%),0.1 (50%),,2.2,6.3,1.4,0.4,10,0.8 (86%),3.8 (41%),0.5 (45%),1,1.1,0,,5,0,0
Edo Febriansyah,27,"1,73 m","Rp4,35B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1717288208_original_24583.png?1690859575,LB,Persib Bandung,32,16,51,,,2,822 min,0.06,0.8,0.3,3,0.5,10.3 (74%),0.8 (59%),0.3 (26%),,2.2,4.4,1.5,0.5,7,1.3 (69%),4.3 (35%),0.2 (23%),0.9,1,0.1,,4,0,0
Beckham Putra Nugraha,22,"1,73 m","Rp4,78B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1619997808_original_17862.png?1690857608,AMF,Persib Bandung,31,17,49,,,2,762 min,0.06,0.8,0.2,4,0.8,13.9 (76%),1.1 (52%),0.8 (47%),,1.2,3.1,1,0.03,7,2.4 (80%),5.2 (48%),0.2 (23%),0.4,1.7,0,,3,0,0
Dedi Kusnandar,33,"1,75 m","Rp2,61B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE2799_original_17856.png?1690858324,DMF,Persib Bandung,30,26,68,,,0,0 min,0,0.3,0.1,0,0.2,21.0 (86%),2.0 (64%),0.1 (38%),,3.6,6.7,1.9,0.5,7,0.3 (90%),4.6 (42%),0.6 (50%),1.5,1.7,0,,7,1,1
Ryan Kurnia,28,"1,77 m","Rp3,04B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE7770_original_25887.png?1690861998,RW,Persib Bandung,23,8,36,,,1,839 min,0.04,0.7,0.2,1,0.2,6.5 (78%),0.3 (44%),0.1 (43%),,1,1.7,0.5,0.3,3,0.9 (53%),3.1 (36%),0.4 (32%),0.8,0.7,0.04,,2,0,0
Abdul Aziz,30,"1,72 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE5248_original_17863.png?1690857127,CMF,Persib Bandung,3,0,24,,,0,0 min,0,0,0,0,0,8.3 (93%),0.0 (0%),0.0 (0%),,0.7,2,0.3,0.3,0,0.0 (0%),0.3 (14%),0.0 (0%),0.3,0,0,,0,0,0
Adzikry Fadlillah,21,"1,78 m","Rp434,54M",https://asset.inilahkoran.id/uploads/images/2024/06/image_750x_66710629e7720.jpg,CMF,Persib Bandung,4,1,31,,,0,0 min,0,0.5,0,0,0.3,9.0 (86%),1.0 (67%),0.0 (0%),,0.3,0.8,0,0.3,1,0.3 (100%),1.5 (38%),0.0 (0%),0.3,0.3,0,,1,0,0
Nick Kuipers,31,"1,92 m","Rp6,08B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1911019288_original_18163.png?1690860247,CB,Persib Bandung,32,31,94,,,1,3107 min,0.03,0.3,0.09,1,0.06,30.4 (84%),3.8 (55%),0.0 (0%),,4.9,10.3,1.7,3.6,22,0.2 (83%),6.4 (46%),3.0 (59%),1.7,0.7,0.03,,10,0,0
Rezaldi Hehanusa,28,"1,78 m","Rp3,48B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1617181701_original_23443.png?1690860090,LB,Persib Bandung,25,18,73,,,0,0 min,0,0.5,0.1,1,0.7,22.1 (78%),1.8 (44%),0.8 (38%),,3.6,6.2,2.4,1.4,8,1.2 (81%),3.9 (40%),0.4 (41%),0.9,0.4,0,,6,0,0
Kakang Rudianto,21,"1,83 m","Rp2,17B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE2018076782_original_27985.png?1690859169,CB,Persib Bandung,13,10,72,,,0,0 min,0,0.2,0.08,0,0.2,19.4 (81%),1.3 (52%),0.1 (11%),,4,5.5,2.2,1.5,2,0.0 (0%),2.2 (24%),0.5 (50%),1.2,0.5,0.08,0.08,2,0,0
Henhen Herdiana,28,"1,67 m","Rp2,61B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-henhen-herdiana-230630-1688075488_original_17847.jpg?1698309260,RB,Persib Bandung,31,28,86,,,0,0 min,0,0.03,0,1,0.3,23.8 (80%),2.0 (52%),0.5 (31%),,3.4,7.5,2.7,1.4,15,0.4 (50%),3.2 (29%),0.5 (52%),1,0.5,0.1,,3,0,0
Achmad Jufriyanto,37,"1,82 m","Rp173,82M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE802_original_17852.png?1690857257,CB,Persib Bandung,2,1,55,,,0,0 min,0,0.5,0,0,0,12.0 (83%),0.0 (0%),0.0 (0%),,4,5.5,1,2,1,0.0 (0%),3.0 (38%),1.5 (60%),0.5,0.5,0,,0,0,0
Victor Igbonefo,38,"1,83 m","Rp173,82M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE601_original_24763.png?1690862533,CB,Persib Bandung,14,7,50,,,0,0 min,0,0.07,0,0,0,15.6 (89%),0.9 (52%),0.0 (0%),,2.1,4.2,0.6,1.1,2,0.1 (100%),2.1 (41%),0.9 (65%),0.5,0,0.07,,3,0,0
Zalnando,27,"1,76 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE6079_original_17853.png?1690862634,LB,Persib Bandung,5,2,42,,,0,0 min,0,0.4,0,0,0.2,14.4 (77%),0.4 (29%),0.2 (17%),,1.6,3.8,2,1,1,0.2 (100%),1.6 (26%),0.2 (100%),1.2,0,0,,1,0,0
Teja Paku Alam,29,"1,78 m","Rp3,48B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE6072_original_24767.png?1690862080,GK,Persib Bandung,18,17,93,1.2,1.9 (63%),0,0 min,0,0,0,0,0,10.8 (89%),2.3 (64%),0.0 (0%),5,1.4,5.1,0.06,0.5,0,0.0 (0%),0.6 (59%),0.5 (69%),0.1,0.1,0,8.1,3,0,0
